filename,F_DURATION,F_RMS_MEAN,F_RMS_VAR,F_ZCR_VAR,F_ZCR_MEAN,F_BPM,F_CENTROID
blues.00000.wav,661794,0.1302279233932495,0.0028266964945942163,0.0007669456545940504,0.08304482066898686,123.046875,1784.165849538755
blues.00001.wav,661794,0.09594780951738358,0.00237273913808167,0.001447521491359064,0.05603980870552978,67.99958881578948,1530.1766787460795
blues.00002.wav,661794,0.17557041347026825,0.0027459163684397936,0.0010068290788351824,0.07629120746326373,161.4990234375,1552.8118647610036
blues.00003.wav,661794,0.14109300076961517,0.006346346344798803,0.00042275898709484,0.03330886262567672,63.02400914634146,1070.1066149971282
blues.00004.wav,661794,0.09152871370315552,0.002303397748619318,0.0019541247020998685,0.10146053871809745,135.99917763157896,1835.0042655120715
blues.00005.wav,661794,0.10349363833665848,0.0039805080741643906,0.006233195614802252,0.09404153373936582,69.83741554054055,1831.993939606849
blues.00006.wav,661794,0.14187414944171906,0.008803188800811768,0.0019091706678011008,0.07305223740815932,71.77734375,1459.366471695765
blues.00007.wav,661794,0.13182218372821808,0.005531143397092819,0.0018488162723341102,0.061442246108855375,92.28515625,1451.6670658428209
blues.00008.wav,661794,0.14241649210453033,0.0015071560628712177,0.0007314817438538322,0.06402488761600927,83.35433467741936,1719.3689480431458
blues.00009.wav,661794,0.08131366223096848,0.004346864763647318,0.0013776590528174816,0.07917482356921887,80.74951171875,1817.150863125721
blues.00010.wav,661794,0.14286506175994873,0.00920027680695057,0.0004415341143935523,0.06295882576856149,161.4990234375,1409.9552556449528
blues.00011.wav,661794,0.0657406896352768,0.002499910304322839,0.0018957123722602104,0.043930584759280744,161.4990234375,1352.6596654421637
blues.00012.wav,661794,0.11904605478048325,0.004052797332406044,0.002380562343826463,0.06909500676720805,184.5703125,1360.6411972395076
blues.00013.wav,661794,0.113169826567173,0.00418891804292798,0.001255387820866968,0.0514017032820959,107.666015625,1324.2932181481017
blues.00014.wav,661794,0.06705453246831894,0.00271696993149817,0.001559970831725131,0.045036675850734724,151.99908088235293,1171.8482269140322
blues.00015.wav,661794,0.08062402158975601,0.002828972414135933,0.0019409896600481654,0.06370125495456304,99.38401442307692,1420.3651651340072
